rank,original_index,final_score,match_score,diversity_score,is_ground_truth,temperature,humidity,pressure
674,61157,1.0,1.0,0.5040400795284147,True,19.75,0.68,1016.8
675,20201,1.0,1.0,0.9232968959415044,True,15.11111111,0.43,1016.92
676,69516,1.0,1.0,0.5341902134012917,True,17.73888889,0.6,1015.1
677,69546,1.0,1.0,0.7115713164126629,True,17.15,0.52,1016.04
678,66333,1.0,1.0,0.3825800695362144,True,17.77777778,0.69,1015.97
679,69545,1.0,1.0,0.7853271482503186,True,17.92222222,0.5,1016.52
680,69544,1.0,1.0,0.890454007412929,True,18.88333333,0.47,1016.4
681,69540,1.0,1.0,0.6659238801888852,True,18.79444444,0.56,1016.92
682,69539,1.0,1.0,0.5295907676763691,True,17.59444444,0.6,1016.96
683,65431,1.0,1.0,0.4331169555184825,True,18.68888889,0.69,1014.74
684,69518,1.0,1.0,0.9158299824040238,True,19.75555556,0.47,1014.29
685,53135,1.0,1.0,1.0,True,19.30555556,0.4,1016.41
686,69521,1.0,1.0,0.7668931138698742,True,19.68333333,0.53,1013.11
687,6033,1.0,1.0,0.5078614454289484,True,19.83333333,0.68,1015.33
688,18320,1.0,1.0,0.6123555296141283,True,19.57777778,0.6,1013.71
689,67471,1.0,1.0,0.43217452971811093,True,18.68333333,0.69,1013.73
690,53134,1.0,1.0,1.0,True,19.44444444,0.42,1016.7
691,26506,1.0,1.0,0.7964915332643365,True,16.11111111,0.48,1015.7
692,32619,1.0,1.0,0.4655380964181275,True,18.33333333,0.65,1016.3
693,18310,1.0,1.0,0.3998801870011343,True,16.57777778,0.64,1013.37
694,18309,1.0,1.0,0.5365083221202234,True,17.22222222,0.59,1013.26
695,67459,1.0,1.0,0.5418992628563388,True,19.22777778,0.63,1014.72
696,14627,1.0,1.0,1.0,True,16.22777778,0.33,1013.27
697,67449,1.0,1.0,0.612760246611989,True,19.97777778,0.61,1014.15
698,44341,1.0,1.0,0.5891322780883457,True,17.35,0.57,1013.63
699,10103,1.0,1.0,0.57796089517895,True,18.28333333,0.59,1015.25
700,10102,1.0,1.0,0.6709166151497165,True,18.31111111,0.55,1014.75
701,10101,1.0,1.0,0.7375895105292032,True,18.84444444,0.53,1014.75
702,10100,1.0,1.0,0.9173590742784502,True,19.80555556,0.47,1014.17
703,26483,1.0,1.0,0.7252271982129472,True,17.67222222,0.52,1013.78
704,26482,1.0,1.0,0.42594612406243537,True,16.11111111,0.62,1013.3
705,79729,1.0,1.0,0.47321019673984205,True,19.52222222,0.7,1014.04
706,79727,1.0,1.0,0.4750067333567838,True,19.55,0.7,1014.34
707,57265,1.0,1.0,0.27488186821450356,True,15.46111111,0.68,1015.69
708,57266,1.0,1.0,0.3249934704577052,True,15.73888889,0.66,1015.64
709,16312,1.0,1.0,0.7355710816869668,True,17.03888889,0.51,1016.9
710,94137,1.0,1.0,0.66824782302729,True,18.89444444,0.56,1013.59
711,45051,1.0,1.0,0.4619701078810576,True,18.26666667,0.65,1015.97
712,30712,1.0,1.0,0.6915272798570908,True,20.0,0.57,1014.7
713,30693,1.0,1.0,0.4536644849103037,True,18.88888889,0.68,1013.8
714,77335,1.0,1.0,0.5261742621499347,True,16.15555556,0.58,1013.13
715,45026,1.0,1.0,0.6248515824510372,True,19.4,0.59,1015.29
716,49121,1.0,1.0,0.39790454027523686,True,15.97777778,0.63,1013.46
717,49119,1.0,1.0,0.5331664793452007,True,17.11666667,0.59,1014.17
718,49116,1.0,1.0,0.6607018552137841,True,17.2,0.54,1015.68
719,49115,1.0,1.0,0.5585796707663789,True,17.12777778,0.58,1016.18
720,67544,1.0,1.0,0.45705229786598667,True,16.27222222,0.61,1016.05
721,67543,1.0,1.0,0.2982598273588191,True,15.06666667,0.66,1016.26
722,75734,1.0,1.0,0.7144862978365843,True,16.20555556,0.51,1013.43
723,75733,1.0,1.0,1.0,True,17.13333333,0.41,1013.27
724,75731,1.0,1.0,1.0,True,17.36111111,0.41,1013.11
725,75730,1.0,1.0,0.7955300430836265,True,16.10555556,0.48,1013.21
726,88016,1.0,1.0,1.0,True,18.7,0.37,1016.02
727,88015,1.0,1.0,0.9569750829259045,True,17.17777778,0.43,1016.49
728,67533,1.0,1.0,0.2691069213851098,True,15.93333333,0.7,1014.9
729,67531,1.0,1.0,0.9219406155001155,True,19.10555556,0.46,1013.82
730,22472,1.0,1.0,0.9399584526295224,True,19.71111111,0.46,1014.69
731,22470,1.0,1.0,0.36619607152663536,True,15.02777778,0.63,1014.52
732,26564,1.0,1.0,0.8276135821678091,True,16.28333333,0.47,1015.42
733,67520,1.0,1.0,0.4559205529831803,True,17.8,0.64,1015.25
734,22464,1.0,1.0,0.5151621044227848,True,19.32222222,0.65,1014.33
735,67521,1.0,1.0,0.6704099881595669,True,18.93333333,0.56,1015.26
736,26560,1.0,1.0,1.0,True,20.0,0.4,1014.4
737,53182,1.0,1.0,0.6483781420623278,True,18.33333333,0.56,1015.8
738,94142,1.0,1.0,0.5968990439294323,True,17.57777778,0.57,1013.64
739,26555,1.0,1.0,0.8603946484215085,True,18.75,0.48,1015.47
740,32620,1.0,1.0,0.41242228871011277,True,18.47222222,0.7,1014.72
741,32615,1.0,1.0,0.7349951314235188,True,19.44444444,0.54,1013.7
742,40690,1.0,1.0,1.0,True,15.89444444,0.38,1015.47
743,5892,1.0,1.0,0.47255940914392175,True,17.29444444,0.62,1014.52
744,67356,1.0,1.0,0.8863612614703256,True,17.75,0.46,1013.82
745,10016,1.0,1.0,0.31869752723130174,True,16.02777778,0.67,1015.31
746,67358,1.0,1.0,0.712902423519571,True,17.23888889,0.52,1013.31
747,42783,1.0,1.0,0.5242056881719835,True,16.08333333,0.58,1013.42
748,42780,1.0,1.0,0.5210554106520944,True,15.95,0.58,1014.72
749,67357,1.0,1.0,0.880414657502615,True,17.5,0.46,1013.61
750,10012,1.0,1.0,0.32458829159175345,True,16.16111111,0.67,1014.85
751,67355,1.0,1.0,0.818517748964581,True,17.17222222,0.48,1014.04
752,5653,1.0,1.0,1.0,True,16.09444444,0.38,1016.91
753,26387,1.0,1.0,0.8002140257112982,True,19.95,0.52,1013.58
754,87826,1.0,1.0,1.0,True,17.84444444,0.37,1014.37
755,76070,1.0,1.0,1.0,True,17.77777778,0.37,1013.09
756,14081,1.0,1.0,1.0,True,16.08333333,0.39,1014.17
757,20224,1.0,1.0,0.9394551468310498,True,16.26111111,0.43,1014.55
758,9988,1.0,1.0,0.36769177457764757,True,17.30555556,0.68,1015.1
759,32612,1.0,1.0,0.6911779588703927,True,20.0,0.57,1013.8
760,9987,1.0,1.0,0.3927667918354829,True,17.76666667,0.68,1015.42
761,9984,1.0,1.0,0.7124606375277868,True,18.8,0.54,1015.9
762,9985,1.0,1.0,0.4833860444446026,True,18.36666667,0.64,1015.8
763,14080,1.0,1.0,1.0,True,17.22222222,0.37,1014.65
764,14079,1.0,1.0,1.0,True,17.33333333,0.4,1015.02
765,20222,1.0,1.0,1.0,True,17.26666667,0.38,1014.17
766,14077,1.0,1.0,1.0,True,17.73333333,0.41,1016.95
767,20219,1.0,1.0,0.8927486849495361,True,15.02222222,0.44,1015.13
768,40697,1.0,1.0,1.0,True,17.84444444,0.4,1013.11
769,40695,1.0,1.0,1.0,True,18.97777778,0.37,1013.41
770,52980,1.0,1.0,0.578830140650773,True,15.0,0.55,1013.2
771,40693,1.0,1.0,1.0,True,17.9,0.41,1014.64
772,40692,1.0,1.0,1.0,True,17.31111111,0.41,1015.12
773,40691,1.0,1.0,1.0,True,16.22777778,0.36,1015.34
774,42781,1.0,1.0,0.44712100345150674,True,16.01666667,0.61,1014.12
775,5655,1.0,1.0,1.0,True,17.23888889,0.31,1015.27
776,61223,1.0,1.0,0.6189578815674145,True,19.7,0.6,1015.92
777,5656,1.0,1.0,1.0,True,17.08333333,0.32,1014.55
778,87908,1.0,1.0,0.43957340076461165,True,16.98333333,0.63,1016.09
779,69474,1.0,1.0,0.4786923459400065,True,19.11111111,0.67,1016.25
780,87906,1.0,1.0,0.4248640371505337,True,17.52222222,0.65,1015.18
781,34653,1.0,1.0,0.580411720918628,True,20.0,0.63,1014.5
782,79706,1.0,1.0,0.44744757669802915,True,18.94444444,0.69,1014.31
783,61272,1.0,1.0,0.4731140162503769,True,18.77777778,0.66,1015.56
784,79703,1.0,1.0,0.5320821922627008,True,19.88888889,0.66,1014.12
785,10068,1.0,1.0,0.4991032278723757,True,19.83888889,0.69,1014.57
786,91987,1.0,1.0,0.5232081221314024,True,18.44444444,0.62,1015.47
787,91986,1.0,1.0,0.6135150984370422,True,19.98888889,0.61,1014.65
788,32593,1.0,1.0,0.4909445278860562,True,17.72777778,0.62,1014.61
789,34640,1.0,1.0,0.4430673200250522,True,18.66666667,0.68,1016.57
790,61252,1.0,1.0,0.46855877877457836,True,16.6,0.61,1015.83
791,53060,1.0,1.0,0.6927024872343693,True,17.39444444,0.53,1016.95
792,53059,1.0,1.0,0.8648169431923344,True,18.88888889,0.48,1016.5
793,61248,1.0,1.0,0.6092243442654935,True,19.88333333,0.61,1016.21
794,75583,1.0,1.0,1.0,True,18.67777778,0.33,1014.98
795,10040,1.0,1.0,0.7107764809460101,True,19.94444444,0.56,1015.75
796,10039,1.0,1.0,0.5052583401191274,True,17.55555556,0.61,1015.52
797,10036,1.0,1.0,0.33105717372355625,True,15.37222222,0.65,1015.21
798,65088,1.0,1.0,0.452093160691841,True,17.72777778,0.64,1014.55
799,75566,1.0,1.0,1.0,True,18.95555556,0.34,1016.46
800,65329,1.0,1.0,0.7981764593307001,True,19.86111111,0.52,1016.87
801,10032,1.0,1.0,0.673194829258649,True,17.62222222,0.54,1015.28
802,10029,1.0,1.0,0.4531297307206044,True,18.67777778,0.67,1013.06
803,7982,1.0,1.0,0.8194309011126655,True,19.06666667,0.5,1016.29
804,7981,1.0,1.0,0.6960445882715319,True,18.98333333,0.55,1016.97
805,26411,1.0,1.0,1.0,True,17.76111111,0.41,1013.65
806,26410,1.0,1.0,0.9937059880482232,True,16.11111111,0.41,1013.9
807,58905,1.0,1.0,0.6292233928899077,True,16.98333333,0.55,1016.78
808,13847,1.0,1.0,0.43492059315493464,True,18.69444444,0.69,1016.85
809,74839,1.0,1.0,0.8726773560472841,True,19.95,0.49,1015.21
810,44279,1.0,1.0,0.844815069459296,True,15.65,0.46,1015.99
811,44300,1.0,1.0,0.9104474566590675,True,16.22777778,0.44,1014.02
812,52491,1.0,1.0,0.7074758748653933,True,19.88333333,0.56,1013.76
813,85256,1.0,1.0,0.7651296767372303,True,18.91111111,0.52,1016.99
814,85257,1.0,1.0,0.7666660731200883,True,18.96111111,0.52,1016.68
815,23816,1.0,1.0,0.6112914398905513,True,19.95,0.61,1013.83
816,60678,1.0,1.0,0.8064074479848625,True,18.67777778,0.5,1013.76
817,44292,1.0,1.0,1.0,True,18.96111111,0.35,1016.05
818,44289,1.0,1.0,0.7964029680093029,True,16.09444444,0.48,1016.29
819,87295,1.0,1.0,0.6271970044757719,True,17.75555556,0.56,1013.63
820,52472,1.0,1.0,0.5353845325198374,True,19.92222222,0.66,1016.78
821,13561,1.0,1.0,0.5206794616175876,True,19.41666667,0.65,1015.36
822,17658,1.0,1.0,0.6385537277174862,True,15.11666667,0.53,1016.75
823,17657,1.0,1.0,0.8681659973486133,True,15.28333333,0.45,1016.97
824,85239,1.0,1.0,0.5247917595597058,True,16.03888889,0.58,1016.8
825,60660,1.0,1.0,0.8061961771712469,True,15.02222222,0.47,1014.16
826,17676,1.0,1.0,0.8207515362634721,True,17.22222222,0.48,1016.95
827,44276,1.0,1.0,0.8443107154705235,True,17.08888889,0.47,1015.31
828,44275,1.0,1.0,1.0,True,18.83888889,0.4,1015.18
829,70265,1.0,1.0,1.0,True,17.67777778,0.3,1014.17
830,79086,1.0,1.0,0.729800899600163,True,17.80555556,0.52,1015.57
831,87280,1.0,1.0,0.4250454351080713,True,16.06111111,0.62,1014.73
832,31983,1.0,1.0,0.5607815255480953,True,17.22222222,0.58,1014.2
833,31982,1.0,1.0,0.5618371381539881,True,18.88888889,0.61,1013.9
834,31981,1.0,1.0,0.4726587311896076,True,17.30555556,0.62,1013.88
835,31980,1.0,1.0,0.4481534809654146,True,17.22222222,0.63,1013.6
836,87272,1.0,1.0,0.5608869067311144,True,17.83888889,0.59,1016.01
837,87271,1.0,1.0,0.3235441452713215,True,16.11111111,0.67,1016.28
838,13538,1.0,1.0,0.47323946383038307,True,19.02222222,0.67,1015.34
839,79072,1.0,1.0,1.0,True,19.09444444,0.39,1016.88
840,44254,1.0,1.0,0.941725260272576,True,16.35,0.43,1016.9
841,52493,1.0,1.0,0.6383319382355036,True,19.25,0.58,1013.4
842,17679,1.0,1.0,1.0,True,17.75555556,0.38,1015.45
843,5654,1.0,1.0,1.0,True,17.19444444,0.34,1015.91
844,25895,1.0,1.0,0.4767699273102738,True,18.24444444,0.64,1014.67
845,42299,1.0,1.0,0.7745262619164258,True,19.86111111,0.53,1015.98
846,75066,1.0,1.0,0.3159259252651537,True,15.99444444,0.67,1013.93
847,75065,1.0,1.0,0.39600550010284113,True,17.6,0.67,1013.81
848,68917,1.0,1.0,0.7384638609046202,True,17.17222222,0.51,1015.68
849,68919,1.0,1.0,0.7139045776187849,True,16.12777778,0.51,1016.22
850,44342,1.0,1.0,0.2568527315533388,True,15.47777778,0.69,1013.3
851,85301,1.0,1.0,0.4534503347928667,True,18.86666667,0.68,1015.48
852,44339,1.0,1.0,0.6908129649160064,True,17.37777778,0.53,1013.63
853,68915,1.0,1.0,0.5796485076586544,True,16.15555556,0.56,1016.01
854,75056,1.0,1.0,0.555223368498384,True,19.12777778,0.62,1015.97
855,23855,1.0,1.0,0.4318390861731013,True,18.65555556,0.69,1015.66
856,23852,1.0,1.0,0.5135382012300923,True,19.92777778,0.68,1015.85
857,85289,1.0,1.0,0.35445380150569916,True,17.08333333,0.68,1013.19
858,85286,1.0,1.0,0.49756234736592314,True,18.32222222,0.63,1013.17
859,25894,1.0,1.0,0.7005285348748612,True,19.70555556,0.56,1014.57
860,85264,1.0,1.0,0.3705069659536579,True,17.58333333,0.69,1014.38
861,85285,1.0,1.0,0.42068340012673544,True,18.07222222,0.67,1013.38
862,85284,1.0,1.0,0.537558898684122,True,17.83888889,0.6,1013.88
863,85283,1.0,1.0,0.6647733595859694,True,18.79444444,0.56,1014.39
864,85281,1.0,1.0,0.5571085084532987,True,18.77222222,0.61,1014.98
865,29985,1.0,1.0,0.6139363348787957,True,20.0,0.61,1014.4
866,85280,1.0,1.0,0.5337383762446067,True,17.72777778,0.6,1015.08
867,68895,1.0,1.0,0.3200981940715075,True,15.11666667,0.65,1013.45
868,85278,1.0,1.0,0.4223637267507096,True,15.97222222,0.62,1015.39
869,9496,1.0,1.0,1.0,True,19.48888889,0.31,1016.73
870,75021,1.0,1.0,0.3734461888882879,True,17.77777778,0.7,1016.06
871,17682,1.0,1.0,0.795635661488018,True,16.10555556,0.48,1013.55
872,52494,1.0,1.0,0.5355362822048451,True,18.73333333,0.62,1013.66
873,17677,1.0,1.0,1.0,True,17.22222222,0.41,1016.35
874,17680,1.0,1.0,0.7398676896993784,True,17.24444444,0.51,1014.45
875,44251,1.0,1.0,1.0,True,17.75555556,0.41,1015.79
876,87257,1.0,1.0,0.4718187198394364,True,19.01111111,0.67,1013.96
877,74969,1.0,1.0,0.5271865589306364,True,18.10555556,0.61,1013.59
878,25716,1.0,1.0,0.8172608848889561,True,17.12777778,0.48,1013.33
879,68746,1.0,1.0,0.4362560308523141,True,18.73888889,0.69,1015.18
880,9349,1.0,1.0,1.0,True,18.81666667,0.33,1013.18
881,9348,1.0,1.0,1.0,True,17.77777778,0.37,1013.86
882,9347,1.0,1.0,1.0,True,17.01666667,0.39,1014.45
883,60546,1.0,1.0,0.4423210701985474,True,17.88888889,0.65,1014.6
884,25717,1.0,1.0,1.0,True,17.28888889,0.41,1013.2
885,25721,1.0,1.0,1.0,True,17.33333333,0.34,1013.23
886,58486,1.0,1.0,0.5381562464080467,True,17.84444444,0.6,1014.63
887,25722,1.0,1.0,1.0,True,16.12777778,0.36,1013.32
888,93298,1.0,1.0,0.8837892025453129,True,18.68333333,0.47,1013.18
889,13432,1.0,1.0,0.48423300022153976,True,19.22777778,0.67,1014.86
890,25719,1.0,1.0,1.0,True,17.84444444,0.37,1013.19
891,25718,1.0,1.0,0.9958895077315878,True,17.76666667,0.42,1013.09
892,93300,1.0,1.0,0.4735531803041616,True,15.17777778,0.59,1013.59
893,33904,1.0,1.0,0.7915464582534083,True,17.17222222,0.49,1014.37
894,44248,1.0,1.0,1.0,True,18.91111111,0.4,1016.74
895,33906,1.0,1.0,0.4433513760489941,True,15.0,0.6,1015.1
896,93297,1.0,1.0,0.7545624413528926,True,17.8,0.51,1013.02
897,93296,1.0,1.0,0.5578909259240303,True,17.15,0.58,1013.3
898,93295,1.0,1.0,0.29317633991500464,True,15.00555556,0.66,1013.39
899,33901,1.0,1.0,0.7795522238853028,True,17.72777778,0.5,1015.45
900,33900,1.0,1.0,0.6613593812889016,True,17.22222222,0.54,1015.7
901,33899,1.0,1.0,0.7289568694921439,True,17.77777778,0.52,1015.5
902,56422,1.0,1.0,0.4667831671413952,True,19.27777778,0.69,1014.66
903,58470,1.0,1.0,0.5366582054066233,True,17.77777778,0.6,1016.7
904,58465,1.0,1.0,0.4599752787731051,True,16.35555556,0.61,1016.07
905,74850,1.0,1.0,0.6875291378210461,True,16.18333333,0.52,1015.72
906,74849,1.0,1.0,0.9782102896056848,True,19.23333333,0.44,1015.18
907,58464,1.0,1.0,0.7292087756629834,True,17.77777778,0.52,1016.1
908,58463,1.0,1.0,0.7968039101279086,True,18.33333333,0.5,1015.8
909,68747,1.0,1.0,0.5948264828482734,True,19.95555556,0.62,1015.17
910,25743,1.0,1.0,0.9082288303969628,True,16.04444444,0.44,1016.72
911,68753,1.0,1.0,0.45686424755879496,True,18.93333333,0.68,1014.99
912,48276,1.0,1.0,0.5798280544197048,True,20.0,0.63,1013.19
913,52437,1.0,1.0,0.4532237583813263,True,19.02777778,0.69,1015.88
914,9427,1.0,1.0,0.8373505633865399,True,15.15555556,0.46,1015.96
915,9426,1.0,1.0,1.0,True,17.82222222,0.4,1015.65
916,9425,1.0,1.0,1.0,True,17.96111111,0.36,1015.63
917,9424,1.0,1.0,1.0,True,17.89444444,0.33,1015.64
918,9422,1.0,1.0,0.9118659979179264,True,17.64444444,0.45,1016.37
919,44229,1.0,1.0,0.8069826378737425,True,15.02777778,0.47,1016.13
920,44228,1.0,1.0,0.8287519842144458,True,16.34444444,0.47,1015.3
921,44227,1.0,1.0,1.0,True,18.96111111,0.4,1014.83
922,36033,1.0,1.0,0.4978729104279278,True,19.81666667,0.69,1014.67
923,93376,1.0,1.0,0.6072667124480459,True,16.23888889,0.55,1013.9
924,93375,1.0,1.0,0.7444300885180744,True,17.42777778,0.51,1013.56
925,57636,1.0,1.0,0.6702192700254362,True,18.93888889,0.56,1014.3
926,83129,1.0,1.0,0.5350073560647337,True,19.4,0.64,1015.94
927,44218,1.0,1.0,1.0,True,17.27222222,0.41,1016.93
928,44217,1.0,1.0,0.8075421277138838,True,15.05,0.47,1016.75
929,56503,1.0,1.0,0.4922483468524973,True,18.85555556,0.65,1016.55
930,93367,1.0,1.0,0.767299177415461,True,19.65555556,0.53,1016.93
931,44206,1.0,1.0,0.668410542386051,True,15.27222222,0.52,1014.59
932,83118,1.0,1.0,0.43929140514672155,True,18.8,0.69,1014.48
933,44204,1.0,1.0,1.0,True,18.76666667,0.38,1013.77
934,48297,1.0,1.0,0.4433336631477504,True,18.86666667,0.69,1014.85
935,93351,1.0,1.0,0.4239543972289989,True,15.20555556,0.61,1016.84
936,44192,1.0,1.0,0.5601682366714481,True,15.35555556,0.56,1016.24
937,44194,1.0,1.0,0.9965784587202002,True,18.91666667,0.43,1015.97
938,83104,1.0,1.0,0.6655555911854721,True,19.88333333,0.58,1013.73
939,83103,1.0,1.0,0.5751075335705551,True,19.90555556,0.63,1013.36
940,33951,1.0,1.0,0.6928046030591986,True,15.0,0.51,1016.6
941,48277,1.0,1.0,0.45707377549330147,True,18.95555556,0.68,1013.2
942,30010,1.0,1.0,0.6915678438599137,True,20.0,0.57,1014.8
943,42301,1.0,1.0,0.944872905580834,True,19.88333333,0.46,1013.49
944,68920,1.0,1.0,0.5285234071198733,True,15.14444444,0.57,1016.72
945,32209,1.0,1.0,0.2926552684984596,True,15.85,0.68,1014.85
946,85482,1.0,1.0,0.6125838909751242,True,18.58333333,0.58,1016.57
947,36330,1.0,1.0,0.9726430754442328,True,19.95,0.45,1014.49
948,79338,1.0,1.0,0.5745539333039987,True,16.0,0.56,1013.97
949,79337,1.0,1.0,0.7510738462854151,True,16.61666667,0.5,1013.54
950,42472,1.0,1.0,0.7050613268415987,True,16.92777778,0.52,1014.45
951,42468,1.0,1.0,0.6047023456308642,True,16.08333333,0.55,1016.78
952,32229,1.0,1.0,0.43680868633215847,True,17.77777778,0.65,1014.5
953,32228,1.0,1.0,0.4923403039692561,True,18.88888889,0.65,1013.8
954,36322,1.0,1.0,0.5550716045121322,True,18.72777778,0.61,1014.89
955,85468,1.0,1.0,0.7059889827289649,True,16.92222222,0.52,1016.94
956,60884,1.0,1.0,0.47378958943286453,True,18.15555556,0.64,1016.71
957,85460,1.0,1.0,0.7528936943948821,True,15.21111111,0.49,1016.61
958,60883,1.0,1.0,0.6705606941322625,True,19.97222222,0.58,1016.33
959,85458,1.0,1.0,0.7881161972735575,True,16.99444444,0.49,1016.51
960,42447,1.0,1.0,0.6836229800900445,True,16.01666667,0.52,1015.25
961,85422,1.0,1.0,0.4936400491623812,True,18.88888889,0.65,1016.05
962,42446,1.0,1.0,0.7959721923479632,True,16.08888889,0.48,1015.45
963,42444,1.0,1.0,0.5811670953746937,True,15.04444444,0.55,1016.25
964,9674,1.0,1.0,0.47446253706526625,True,19.55,0.7,1013.34
965,79304,1.0,1.0,1.0,True,19.04444444,0.4,1016.87
966,58910,1.0,1.0,0.6083489934221905,True,17.86111111,0.57,1016.76
967,58909,1.0,1.0,0.7217635795587172,True,19.05,0.54,1016.79
968,34242,1.0,1.0,1.0,True,18.88888889,0.34,1014.4
969,58908,1.0,1.0,0.5432163134881586,True,17.93888889,0.6,1016.86
970,60860,1.0,1.0,0.7971470809189866,True,17.36111111,0.49,1016.91
971,85432,1.0,1.0,0.9720851111457212,True,19.91111111,0.45,1016.48
972,79288,1.0,1.0,1.0,True,17.77777778,0.3,1016.17
973,9655,1.0,1.0,0.43359161010051434,True,18.71111111,0.69,1013.44
974,5556,1.0,1.0,0.8026477984819368,True,20.0,0.52,1015.34
975,58906,1.0,1.0,0.6170161583781129,True,17.40555556,0.56,1016.69
976,60909,1.0,1.0,0.43458390940416836,True,18.72777778,0.69,1013.51
977,60910,1.0,1.0,0.47763496724067617,True,19.12222222,0.67,1013.43
978,32239,1.0,1.0,0.6862930993052276,True,19.87777778,0.57,1014.59
979,32238,1.0,1.0,0.53542191371788,True,17.77777778,0.6,1014.5
980,83477,1.0,1.0,0.5581520869980098,True,17.12222222,0.58,1015.75
981,83476,1.0,1.0,0.42582579053601355,True,16.06111111,0.62,1015.86
982,83475,1.0,1.0,0.4991924123183493,True,16.06111111,0.59,1015.65
983,83474,1.0,1.0,0.44248294493519985,True,16.52222222,0.62,1015.49
984,83473,1.0,1.0,0.46532450083160587,True,17.10555556,0.62,1015.37
985,83472,1.0,1.0,0.38991080322593297,True,17.15,0.66,1015.45
986,83469,1.0,1.0,0.42350672177980714,True,17.82222222,0.66,1015.53
987,83467,1.0,1.0,0.5699399319659999,True,19.44444444,0.62,1015.21
988,83468,1.0,1.0,0.44968887388156187,True,18.33333333,0.66,1015.38
989,58891,1.0,1.0,0.8537744705037632,True,17.47777778,0.47,1016.7
990,83466,1.0,1.0,0.6688634098831937,True,19.95,0.58,1014.71
991,58889,1.0,1.0,0.8946299950157393,True,19.03333333,0.47,1016.01
992,58881,1.0,1.0,0.5644342500074684,True,18.93333333,0.61,1015.1
993,77312,1.0,1.0,0.3940303645809314,True,15.09444444,0.62,1015.33
994,77315,1.0,1.0,0.527148932348418,True,16.17777778,0.58,1013.81
995,42496,1.0,1.0,0.6836224196989349,True,16.05,0.52,1013.4
996,77314,1.0,1.0,0.7139121553469736,True,17.26666667,0.52,1014.02
997,77313,1.0,1.0,0.6347500851685002,True,16.25555556,0.54,1014.78
998,58880,1.0,1.0,0.5357917166808821,True,17.77777778,0.6,1015.2
999,42495,1.0,1.0,0.8171896303025473,True,17.12222222,0.48,1013.52
1000,58875,1.0,1.0,0.37040639210026544,True,17.10555556,0.67,1013.74
1001,42493,1.0,1.0,0.7377893176259318,True,17.16111111,0.51,1014.7
1002,42492,1.0,1.0,0.7112520796042344,True,17.15,0.52,1015.29
1003,32251,1.0,1.0,0.6067206976797194,True,18.43333333,0.58,1016.66
1004,30202,1.0,1.0,0.6147462945409341,True,20.0,0.61,1016.1
1005,30201,1.0,1.0,0.4935457312510448,True,18.88888889,0.65,1015.9
1006,58871,1.0,1.0,0.46398984633324974,True,18.33333333,0.65,1013.8
1007,58870,1.0,1.0,0.505063153130738,True,19.4,0.66,1013.19
1008,58869,1.0,1.0,0.5353732916271376,True,19.95555556,0.66,1013.38
1009,5554,1.0,1.0,0.5552352347579558,True,17.68333333,0.59,1016.51
1010,21936,1.0,1.0,0.4949337235423966,True,19.77777778,0.69,1013.37
1011,68918,1.0,1.0,0.9293281276837706,True,17.19444444,0.44,1015.75
1012,93537,1.0,1.0,0.5602746220724284,True,18.84444444,0.61,1014.82
1013,79216,1.0,1.0,1.0,True,15.02222222,0.36,1013.86
1014,79215,1.0,1.0,1.0,True,16.11111111,0.33,1013.48
1015,79214,1.0,1.0,1.0,True,16.98333333,0.31,1013.66
1016,20221,1.0,1.0,1.0,True,17.11111111,0.39,1014.59
1017,44395,1.0,1.0,0.682755503340066,True,15.98888889,0.52,1014.62
1018,79211,1.0,1.0,1.0,True,16.07222222,0.33,1014.84
1019,79210,1.0,1.0,1.0,True,16.11111111,0.33,1015.54
1020,25959,1.0,1.0,0.5478572845599687,True,15.97222222,0.57,1014.89
1021,44392,1.0,1.0,1.0,True,19.90555556,0.35,1014.92
1022,44391,1.0,1.0,1.0,True,19.92777778,0.35,1015.41
1023,93541,1.0,1.0,0.3683108297531749,True,17.33333333,0.68,1013.94
1024,93540,1.0,1.0,0.6647948837802934,True,18.8,0.56,1013.92
1025,58723,1.0,1.0,0.6192340031377054,True,19.27222222,0.59,1015.16
1026,93538,1.0,1.0,0.7284900822349702,True,19.85555556,0.55,1014.51
1027,23904,1.0,1.0,0.7432027629612747,True,18.23888889,0.52,1016.31
1028,21935,1.0,1.0,0.6195819763088801,True,18.17777778,0.57,1016.31
1029,30047,1.0,1.0,0.29673724818123526,True,16.43888889,0.7,1014.76
1030,91480,1.0,1.0,0.6106565981757126,True,19.93333333,0.61,1014.21
1031,61737,1.0,1.0,0.42366113021940655,True,16.01666667,0.62,1015.01
1032,13653,1.0,1.0,0.717405451184354,True,17.38888889,0.52,1014.36
1033,21843,1.0,1.0,0.42541890106244484,True,15.33333333,0.61,1013.64
1034,21839,1.0,1.0,0.5188284078805464,True,15.89444444,0.58,1013.4
1035,21840,1.0,1.0,0.4170248137000248,True,15.02777778,0.61,1013.99
1036,30031,1.0,1.0,0.4271414099233935,True,16.11111111,0.62,1015.2
1037,60748,1.0,1.0,0.7864658949852305,True,16.96666667,0.49,1013.8
1038,60747,1.0,1.0,0.8560709616490999,True,17.61111111,0.47,1014.1
1039,91468,1.0,1.0,0.32186961011577614,True,16.06111111,0.67,1016.95
1040,13643,1.0,1.0,0.7844472494371417,True,17.92222222,0.5,1014.18
